Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
,DUC2007-update~!~D0743J-C~!~APW20000815.0058~!~7,"It's a bitterness that was widely felt after the 7.4-magnitude earthquake destroyed poorly built apartment houses, crushing some 17,000 people as they slept.","It's a bitterness that was widely felt after the 7.4-magnitude earthquake destroyed poorly built apartment houses, crushing some 17,000 people as they slept.",,24.0
,TAC2011~!~D1141-A-DFGH~!~21,"Since 2001 China has spent $9 billion planting trees, converting marginal farmland to forest and grasslands, and enforcing logging and grazing bans.","Since 2001 China has spent $9 billion planting trees, converting marginal farmland to forest and grasslands, and enforcing logging and grazing bans.",,22.0
,DUC2006~!~D0620b~!~APW19990809.0118~!~149,Most of the high schools and the district's 18 middle schools now have a uniformed school resource officer who is a police officer or sheriff's deputy.,Most of the high schools and the district's 18 middle schools now have a uniformed school resource officer who is a police officer or sheriff's deputy.,,26.0
,TAC2011~!~D1109-A-BEFH~!~5,"Two weeks earlier, the Egyptian/Gaza border was breached, and Israeli security was concerned that terrorists might infiltrate.","Two weeks earlier, the Egyptian/Gaza border was breached, and Israeli security was concerned that terrorists might infiltrate.",,17.0
,DUC2007-update~!~D0743J-C~!~NYT19990830.0232~!~41,"Almost two weeks after the earthquake, which killed more than 13,000 people and left at least 200,000 homeless, officials are struggling to come up with a plan to provide housing for quake survivors who often lost everything.","Almost two weeks after the earthquake, which killed more than 13,000 people and left at least 200,000 homeless, officials are struggling to come up with a plan to provide housing for quake survivors who often lost everything.",,37.0
,DUC2007-update~!~D0727G-A~!~APW19990830.0127~!~2,Gingrich filed for divorce July 29 amid allegations he is having an affair with 33-year-old congressional aide Callista Bisek.,Gingrich filed for divorce July 29 amid allegations he is having an affair with 33-year-old congressional aide Callista Bisek.,,21.0
,DUC2007~!~D0728~!~XIE19961215.0069~!~738,They are expected to have fewer side-effects compared to interferons that cause fever and lethargy.,They are expected to have fewer side-effects compared to interferons that cause fever and lethargy.,,16.0
,TAC2008~!~D0815-B~!~APW_ENG_20050524.0016~!~109,"Averting a showdown, centrists from both parties reached agreement on a compromise that clears the way for confirmation votes on many of President George W. Bush's stalled judicial nominees, leaves others in limbo and preserves Senate filibuster rules.","Averting a showdown, centrists from both parties reached agreement on a compromise that clears the way for confirmation votes on many of President George W. Bush's stalled judicial nominees, leaves others in limbo and preserves Senate filibuster rules.",,38.0
,TAC2011~!~D1140-B-BDGH~!~18,"However, it blocked opposing political parties from assisting.  ","However, it blocked opposing political parties from assisting.",,8.0
,DUC2007~!~D0707~!~XIE20000621.0179~!~215,"When Javier Solana, commissioner for EU foreign and security affairs, visited Ankara early this month, Turkey voiced objections to the ESDI on the grounds that non-EU members, like itself, would be excluded.","When Javier Solana, commissioner for EU foreign and security affairs, visited Ankara early this month, Turkey voiced objections to the ESDI on the grounds that non-EU members, like itself, would be excluded.",,33.0
,TAC2011~!~D1131-B-DEFH~!~6,"Reefs worldwide have suffered from bleaching, caused by rising ocean temperatures.  ","Reefs worldwide have suffered from bleaching, caused by rising ocean temperatures.",,11.0
,TAC2011~!~D1104-A-ABDH~!~27,"Menu Foods has not determined the cause of the reported deaths, but has agreed to compensate owners who have lost pets.","Menu Foods has not determined the cause of the reported deaths, but has agreed to compensate owners who have lost pets.",,21.0
,DUC2006~!~D0647b~!~APW20000113.0335~!~56,"The boy's father, Juan Miguel Gonzalez, has demanded that the child be returned to him in Cuba.","The boy's father, Juan Miguel Gonzalez, has demanded that the child be returned to him in Cuba.",,17.0
,DUC2007-update~!~D0727G-A~!~NYT19990921.0271~!~217,"On Sept. 29, 33-year-old congressional aid Callista Bisek is scheduled to answer questions under oath about her relationship with Newt Gingrich.","On Sept. 29, 33-year-old congressional aid Callista Bisek is scheduled to answer questions under oath about her relationship with Newt Gingrich.",,23.0
,TAC2011~!~D1102-B-AEFG~!~12,The United Arab Emirates contracted with Symantec to set up a computer emergency response team to improver cyber security.,The United Arab Emirates contracted with Symantec to set up a computer emergency response team to improver cyber security.,,19.0
,TAC2011~!~D1107-A-BCEF~!~10~!~SCU,Tainted food causes food poisoning,Tainted food causes food poisoning,,5.0
,TAC2011~!~D1102-B-AEFG~!~28,Overseas hackers accessed confidential information from South Korea.,Overseas hackers accessed confidential information from South Korea.,,8.0
,DUC2007~!~D0714~!~NYT20000503.0009~!~109,Napster is also fighting copyright infringement suits filed by rap artists Dr. Dre and the Recording Industry Association of America trade group.,Napster is also fighting copyright infringement suits filed by rap artists Dr. Dre and the Recording Industry Association of America trade group.,,22.0
,TAC2011~!~D1104-B-ABDH~!~27,Menu Foods' recall has prompted the filing of a class action lawsuit in Canada and several individual lawsuits in U.S. courts.,Menu Foods' recall has prompted the filing of a class action lawsuit in Canada and several individual lawsuits in U.S. courts.,,21.0
,DUC2007~!~D0729~!~APW19990712.0270~!~52,"Since then, tracking dogs, 200 searchers and infrared-equipped helicopters have failed to find Rudolph in the dense mountain forests.","Since then, tracking dogs, 200 searchers and infrared-equipped helicopters have failed to find Rudolph in the dense mountain forests.",,20.0
,TAC2008~!~D0814-A-CEFH~!~17~!~SCU,Mini-summit was attended by Nigeria leader/president,Mini-summit was attended by Nigeria leader/president,,7.0
,DUC2006~!~D0647b~!~NYT20000412.0320~!~372,"Gonzalez said he learned that Elian's father expected the Miami relatives to turn the boy over before their meeting, and the Miami family refused to do that.","Gonzalez said he learned that Elian's father expected the Miami relatives to turn the boy over before their meeting, and the Miami family refused to do that.",,27.0
,TAC2011~!~D1144-B-CDGH~!~7,Countermeasures include retailers promoting more American- or European-made toys.  ,Countermeasures include retailers promoting more American- or European-made toys.,,10.0
,DUC2007~!~D0728~!~APW19990411.0040~!~38,"Previously, therapies for chronic hepatitis B were limited to interferons, which are injected and can lead to unpleasant side effects.","Previously, therapies for chronic hepatitis B were limited to interferons, which are injected and can lead to unpleasant side effects.",,20.0
,TAC2011~!~D1135-A-EFGH~!~24,Staffers for federal court-appointed receiver Lee S. Richards 3d are determining what assets can be preserved for investors.,Staffers for federal court-appointed receiver Lee S. Richards 3d are determining what assets can be preserved for investors.,,19.0
,DUC2006~!~D0647b~!~NYT20000628.0083~!~685,"But Elian's father requested that his son be returned to him, touching off the battle for custody of the boy.","But Elian's father requested that his son be returned to him, touching off the battle for custody of the boy.",,20.0
,DUC2006~!~D0620b~!~APW19990522.0129~!~117,"Under measures adopted a few years ago, Rockdale schools already employed armed police during school hours, according to schools spokeswoman Susan Paul Smith.","Under measures adopted a few years ago, Rockdale schools already employed armed police during school hours, according to schools spokeswoman Susan Paul Smith.",,23.0
,DUC2007~!~D0728~!~NYT19990607.0378~!~623,"Folkman reasoned, ""You could give interferon alpha at a low dose every day"" without causing the side effects it can trigger in large doses.","Folkman reasoned, ""You could give interferon alpha at a low dose every day"" without causing the side effects it can trigger in large doses.",,24.0
,TAC2011~!~D1140-B-BDGH~!~6,Financial relief has come from Great Britain and Germany.,Financial relief has come from Great Britain and Germany.,,9.0
,TAC2011~!~D1139-A-CDFG~!~15,"By Tuesday, the vessel was anchored off the Somali piracy hub port of Haradhere (Xarardeere), likely held for ransom.  ","By Tuesday, the vessel was anchored off the Somali piracy hub port of Haradhere (Xarardeere), likely held for ransom.",,19.0
,DUC2007~!~D0729~!~APW20000321.0002~!~114,"But dogs, searchers and infrared-equipped helicopters have failed to find Rudolph, an Army veteran and survivalist, in the dense mountain forests.","But dogs, searchers and infrared-equipped helicopters have failed to find Rudolph, an Army veteran and survivalist, in the dense mountain forests.",,22.0
