qa_uuid,qasrl_id,tokens,verb,question,answer,answer_range,verb_idx
2008~!~D0808-A-BEGH~!~15339~!~0~!~1~!~abducted~!~10753,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",abducted,Why did someone abduct someone?,to frighten Iraqi Christians,7:10,1
2008~!~D0808-A-BEGH~!~15339~!~0~!~8~!~frighten~!~10754,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",frighten,Who frightened someone?,Insurgents,0:0,8
2008~!~D0808-A-BEGH~!~15339~!~0~!~8~!~frighten~!~10755,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",frighten,Who did someone frighten?,Iraqi Christians,9:10,8
2008~!~D0808-A-BEGH~!~15339~!~0~!~8~!~frighten~!~10756,2008~!~D0808-A-BEGH~!~15339~!~0,"['Insurgents', 'abducted', 'a', 'Syrian', 'Catholic', 'Archbishop', 'apparently', 'to', 'frighten', 'Iraqi', 'Christians', 'in', 'upcoming', 'elections', '.']",frighten,When did someone frighten someone?,in upcoming elections,11:13,8
2008~!~D0808-A-BEGH~!~15330~!~0~!~6~!~attacked~!~10757,2008~!~D0808-A-BEGH~!~15330~!~0,"['The', 'Chaldean', 'patriarch', ""'s"", 'home', 'was', 'attacked', 'and', 'Mosul', ""'s"", 'Archbishop', 'Casmoussa', 'was', 'kidnapped', '.']",attacked,What was attacked?,The Chaldean patriarch 's home,0:4,6
2008~!~D0808-A-BEGH~!~15330~!~0~!~13~!~kidnapped~!~10758,2008~!~D0808-A-BEGH~!~15330~!~0,"['The', 'Chaldean', 'patriarch', ""'s"", 'home', 'was', 'attacked', 'and', 'Mosul', ""'s"", 'Archbishop', 'Casmoussa', 'was', 'kidnapped', '.']",kidnapped,Who was kidnapped?,Mosul 's Archbishop Casmoussa,8:11,13
2008~!~D0808-A-BEGH~!~15334~!~0~!~15~!~kidnapped~!~10759,2008~!~D0808-A-BEGH~!~15334~!~0,"['In', 'mid', '-', 'January', ',', 'just', 'before', 'the', 'upcoming', 'elections', ',', 'a', 'Catholic', 'archbishop', 'was', 'kidnapped', 'by', 'gunmen', 'in', 'Mosul', '.']",kidnapped,When was someone kidnapped?,In mid - January,0:3,15
2008~!~D0808-A-BEGH~!~15334~!~0~!~15~!~kidnapped~!~10760,2008~!~D0808-A-BEGH~!~15334~!~0,"['In', 'mid', '-', 'January', ',', 'just', 'before', 'the', 'upcoming', 'elections', ',', 'a', 'Catholic', 'archbishop', 'was', 'kidnapped', 'by', 'gunmen', 'in', 'Mosul', '.']",kidnapped,Who was kidnapped?,a Catholic archbishop,11:13,15
2008~!~D0808-A-BEGH~!~15334~!~0~!~15~!~kidnapped~!~10761,2008~!~D0808-A-BEGH~!~15334~!~0,"['In', 'mid', '-', 'January', ',', 'just', 'before', 'the', 'upcoming', 'elections', ',', 'a', 'Catholic', 'archbishop', 'was', 'kidnapped', 'by', 'gunmen', 'in', 'Mosul', '.']",kidnapped,Who was someone kidnapped by?,gunmen,17:17,15
2008~!~D0808-A-BEGH~!~15334~!~0~!~15~!~kidnapped~!~10762,2008~!~D0808-A-BEGH~!~15334~!~0,"['In', 'mid', '-', 'January', ',', 'just', 'before', 'the', 'upcoming', 'elections', ',', 'a', 'Catholic', 'archbishop', 'was', 'kidnapped', 'by', 'gunmen', 'in', 'Mosul', '.']",kidnapped,Where was someone kidnapped?,in Mosul,18:19,15
2008~!~D0808-A-BEGH~!~15339~!~3~!~4~!~kidnapped~!~10763,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",kidnapped,When did someone kidnap someone?,On January 15th,0:2,4
2008~!~D0808-A-BEGH~!~15339~!~3~!~4~!~kidnapped~!~10764,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",kidnapped,Who kidnapped someone?,gunmen,3:3,4
2008~!~D0808-A-BEGH~!~15339~!~3~!~4~!~kidnapped~!~10765,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",kidnapped,Who did someone kidnap?,the Syrian Archbishop of Mosul,5:9,4
2008~!~D0808-A-BEGH~!~15339~!~3~!~13~!~interpreted~!~10766,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",interpreted,When was something interpreted?,On January 15th,0:2,13
2008~!~D0808-A-BEGH~!~15339~!~3~!~13~!~interpreted~!~10767,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",interpreted,What was interpreted?,an act,11:12,13
2008~!~D0808-A-BEGH~!~15339~!~3~!~13~!~interpreted~!~10768,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",interpreted,How was something interpreted?,as warning Christians not to vote in the forthcoming elections,14:23,13
2008~!~D0808-A-BEGH~!~15339~!~3~!~13~!~interpreted~!~10769,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",interpreted,What was something interpreted as?,warning Christians not to vote in the forthcoming elections,15:23,13
2008~!~D0808-A-BEGH~!~15339~!~3~!~15~!~warning~!~10770,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",warning,When did someone warn someone to do something?,On January 15th,0:2,15
2008~!~D0808-A-BEGH~!~15339~!~3~!~15~!~warning~!~10771,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",warning,What warned someone something?,an act,11:12,15
2008~!~D0808-A-BEGH~!~15339~!~3~!~15~!~warning~!~10772,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",warning,Who was warned to do something?,Christians,16:16,15
2008~!~D0808-A-BEGH~!~15339~!~3~!~15~!~warning~!~10773,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",warning,What was someone warned?,not to vote in the forthcoming elections,17:23,15
2008~!~D0808-A-BEGH~!~15339~!~3~!~19~!~vote~!~10774,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",vote,Who didn't vote?,Christians,16:16,19
2008~!~D0808-A-BEGH~!~15339~!~3~!~19~!~vote~!~10775,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",vote,Where didn't someone vote?,in the forthcoming elections,20:23,19
2008~!~D0808-A-BEGH~!~15339~!~3~!~19~!~vote~!~10776,2008~!~D0808-A-BEGH~!~15339~!~3,"['On', 'January', '15th', 'gunmen', 'kidnapped', 'the', 'Syrian', 'Archbishop', 'of', 'Mosul', ',', 'an', 'act', 'interpreted', 'as', 'warning', 'Christians', 'not', 'to', 'vote', 'in', 'the', 'forthcoming', 'elections', '.']",vote,What isn't someone vote in?,the forthcoming elections,21:23,19
2008~!~D0808-A-BEGH~!~15347~!~0~!~3~!~began~!~10777,2008~!~D0808-A-BEGH~!~15347~!~0,"['Since', 'the', 'war', 'began', ',', 'over', '100', 'Christians', 'have', 'been', 'killed', '.']",began,What began?,the war,1:2,3
2008~!~D0808-A-BEGH~!~15347~!~0~!~10~!~killed~!~10778,2008~!~D0808-A-BEGH~!~15347~!~0,"['Since', 'the', 'war', 'began', ',', 'over', '100', 'Christians', 'have', 'been', 'killed', '.']",killed,When was someone killed?,Since the war began,0:3,10
2008~!~D0808-A-BEGH~!~15347~!~0~!~10~!~killed~!~10779,2008~!~D0808-A-BEGH~!~15347~!~0,"['Since', 'the', 'war', 'began', ',', 'over', '100', 'Christians', 'have', 'been', 'killed', '.']",killed,Who has been killed?,over 100 Christians,5:7,10
2008~!~D0808-A-BEGH~!~15331~!~0~!~8~!~attacked~!~10780,2008~!~D0808-A-BEGH~!~15331~!~0,"['Several', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'have', 'been', 'attacked', 'and', 'more', 'than', '100', 'Christians', 'have', 'been', 'killed', ',', 'with', 'many', 'more', 'wounded', '.']",attacked,Who was attacked?,Several churches,0:1,8
2008~!~D0808-A-BEGH~!~15331~!~0~!~8~!~attacked~!~10781,2008~!~D0808-A-BEGH~!~15331~!~0,"['Several', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'have', 'been', 'attacked', 'and', 'more', 'than', '100', 'Christians', 'have', 'been', 'killed', ',', 'with', 'many', 'more', 'wounded', '.']",attacked,Who has been attacked?,Several churches in Baghdad and Mosul,0:5,8
2008~!~D0808-A-BEGH~!~15331~!~0~!~8~!~attacked~!~10782,2008~!~D0808-A-BEGH~!~15331~!~0,"['Several', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'have', 'been', 'attacked', 'and', 'more', 'than', '100', 'Christians', 'have', 'been', 'killed', ',', 'with', 'many', 'more', 'wounded', '.']",attacked,Where has someone been attacked?,in Baghdad and Mosul,2:5,8
2008~!~D0808-A-BEGH~!~15331~!~0~!~16~!~killed~!~10783,2008~!~D0808-A-BEGH~!~15331~!~0,"['Several', 'churches', 'in', 'Baghdad', 'and', 'Mosul', 'have', 'been', 'attacked', 'and', 'more', 'than', '100', 'Christians', 'have', 'been', 'killed', ',', 'with', 'many', 'more', 'wounded', '.']",killed,Who has been killed?,more than 100 Christians,10:13,16
2008~!~D0808-A-BEGH~!~15342~!~0~!~4~!~started~!~10784,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",started,What started?,the U.S.-led war,1:3,4
2008~!~D0808-A-BEGH~!~15342~!~0~!~9~!~led~!~10785,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",led,When has something led something?,Since the U.S.-led war started,0:4,9
2008~!~D0808-A-BEGH~!~15342~!~0~!~9~!~led~!~10786,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",led,What has led something?,armed attacks,6:7,9
2008~!~D0808-A-BEGH~!~15342~!~0~!~9~!~led~!~10787,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",led,What has something led?,many to leave the country,10:14,9
2008~!~D0808-A-BEGH~!~15342~!~0~!~9~!~led~!~10788,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",led,What has something led to do?,to leave the country,11:14,9
2008~!~D0808-A-BEGH~!~15342~!~0~!~9~!~led~!~10789,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",led,What has something led someone to do?,leave the country,12:14,9
2008~!~D0808-A-BEGH~!~15342~!~0~!~12~!~leave~!~10790,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",leave,When did someone leave somewhere?,Since the U.S.-led war started,0:4,12
2008~!~D0808-A-BEGH~!~15342~!~0~!~12~!~leave~!~10791,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",leave,What left somewhere?,armed attacks,6:7,12
2008~!~D0808-A-BEGH~!~15342~!~0~!~12~!~leave~!~10792,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",leave,Who left somewhere?,many,10:10,12
2008~!~D0808-A-BEGH~!~15342~!~0~!~12~!~leave~!~10793,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",leave,Where did someone leave?,the country,13:14,12
2008~!~D0808-A-BEGH~!~15342~!~0~!~12~!~leave~!~10794,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",leave,How did someone leave somewhere?,mostly for neighboring Syria and Jordan,16:21,12
2008~!~D0808-A-BEGH~!~15342~!~0~!~18~!~neighboring~!~10795,2008~!~D0808-A-BEGH~!~15342~!~0,"['Since', 'the', 'U.S.-led', 'war', 'started', ',', 'armed', 'attacks', 'have', 'led', 'many', 'to', 'leave', 'the', 'country', ',', 'mostly', 'for', 'neighboring', 'Syria', 'and', 'Jordan', '.']",neighboring,What is neighboring?,Syria and Jordan,19:21,18
2008~!~D0808-A-BEGH~!~15342~!~3~!~5~!~targeted~!~10796,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",targeted,Who is targeted?,Iraqi Christians,0:1,5
2008~!~D0808-A-BEGH~!~15342~!~3~!~5~!~targeted~!~10797,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",targeted,How is someone targeted?,increasingly,4:4,5
2008~!~D0808-A-BEGH~!~15342~!~3~!~5~!~targeted~!~10798,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",targeted,Who is someone targeted by?,insurgents,7:7,5
2008~!~D0808-A-BEGH~!~15342~!~3~!~9~!~leaving~!~10799,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",leaving,Who is leaving somewhere?,Iraqi Christians,0:1,9
2008~!~D0808-A-BEGH~!~15342~!~3~!~9~!~leaving~!~10800,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",leaving,Where is someone leaving?,Baghdad,10:10,9
2008~!~D0808-A-BEGH~!~15342~!~3~!~9~!~leaving~!~10801,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",leaving,Why is someone leaving somewhere?,"for the Kurdish north , Syria and Jordan",11:18,9
2008~!~D0808-A-BEGH~!~15342~!~3~!~9~!~leaving~!~10802,2008~!~D0808-A-BEGH~!~15342~!~3,"['Iraqi', 'Christians', 'who', 'are', 'increasingly', 'targeted', 'by', 'insurgents', 'are', 'leaving', 'Baghdad', 'for', 'the', 'Kurdish', 'north', ',', 'Syria', 'and', 'Jordan', '.']",leaving,Who is someone leaving with?,"the Kurdish north , Syria and Jordan",12:18,9
2010~!~D1029-B-ACFH~!~15507~!~0~!~2~!~continued~!~10803,2010~!~D1029-B-ACFH~!~15507~!~0,"['Occasional', 'bombs', 'continued', 'to', 'damage', 'railways', ',', 'power', 'lines', 'and', 'buildings', 'with', 'no', 'casualties', '.']",continued,What continued to do something?,Occasional bombs,0:1,2
2010~!~D1029-B-ACFH~!~15507~!~0~!~2~!~continued~!~10804,2010~!~D1029-B-ACFH~!~15507~!~0,"['Occasional', 'bombs', 'continued', 'to', 'damage', 'railways', ',', 'power', 'lines', 'and', 'buildings', 'with', 'no', 'casualties', '.']",continued,What did something continue to do?,"to damage railways , power lines and buildings",3:10,2
2010~!~D1029-B-ACFH~!~15507~!~0~!~4~!~damage~!~10805,2010~!~D1029-B-ACFH~!~15507~!~0,"['Occasional', 'bombs', 'continued', 'to', 'damage', 'railways', ',', 'power', 'lines', 'and', 'buildings', 'with', 'no', 'casualties', '.']",damage,What damaged something?,Occasional bombs,0:1,4
2010~!~D1029-B-ACFH~!~15507~!~0~!~4~!~damage~!~10806,2010~!~D1029-B-ACFH~!~15507~!~0,"['Occasional', 'bombs', 'continued', 'to', 'damage', 'railways', ',', 'power', 'lines', 'and', 'buildings', 'with', 'no', 'casualties', '.']",damage,What did something damage?,"railways , power lines and buildings",5:10,4
2010~!~D1029-B-ACFH~!~15507~!~0~!~4~!~damage~!~10807,2010~!~D1029-B-ACFH~!~15507~!~0,"['Occasional', 'bombs', 'continued', 'to', 'damage', 'railways', ',', 'power', 'lines', 'and', 'buildings', 'with', 'no', 'casualties', '.']",damage,How did something damage something?,with no casualties,11:13,4
2010~!~D1029-B-ACFH~!~15508~!~1~!~10~!~occurred~!~10808,2010~!~D1029-B-ACFH~!~15508~!~1,"['Elsewhere', 'in', 'Baluchistan', ',', 'however', ',', 'several', 'bombings', 'of', 'railways', 'occurred', 'and', 'on', 'March', '25', 'rockets', 'hit', 'the', 'regional', 'headquarters', 'at', 'Barakhan', '.']",occurred,Where did something occur?,Elsewhere in Baluchistan,0:2,10
2010~!~D1029-B-ACFH~!~15508~!~1~!~10~!~occurred~!~10809,2010~!~D1029-B-ACFH~!~15508~!~1,"['Elsewhere', 'in', 'Baluchistan', ',', 'however', ',', 'several', 'bombings', 'of', 'railways', 'occurred', 'and', 'on', 'March', '25', 'rockets', 'hit', 'the', 'regional', 'headquarters', 'at', 'Barakhan', '.']",occurred,What occurred?,several bombings of railways,6:9,10
